departamento,municipio,universidad,semestre,programa,rol,edad,sexo,orientacion,identidad,discapacidad,etnia,religion,estado_civil,origen,estrato,target_vg,target_frecuencia,target_denuncia,target_apoyoU,target_percepcion,target_semestre,target_programa,target_rol,target_rangoEdad,target_sexo,target_orientacion,target_identidad,target_discapacidad,target_etnia,target_religion,target_estadoCivil,target_origen,target_estrato
Cundinamarca,Montería,Universidad A,Cuarto,ContaduriaPublica,Estudiante,57,hembra,hetero,hombre,ninguna,raizales,agnosticismo,soltero,otroPais,6,0,puntomedio,1,0,muyMala,Noveno,Derecho,Externo,menores18,hembra,lesbiana,mujer,intelectuales,gitanos,agnosticismo,unionLibre,municipioLocal,5
Córdoba,Cali,Universidad B,Tercero,Derecho,Administrativx,19,macho,bisexual,hombre,intelectuales,gitanos,agnosticismo,unionLibre,otroDepartamento,4,0,casinunca,1,0,mala,Séptimo,ContaduriaPublica,Docente,menores18,macho,gay,mujer,sensoriales,indigena,cristianismo,unionLibre,otroDepartamento,6
Cundinamarca,Montería,Universidad A,Segundo,Psicologia,Administrativx,59,macho,otra,mujer,multiples,gitanos,ateismo,casado,otroDepartamento,6,0,casinunca,1,0,regular,Sexto,Psicologia,Externo,entre18y25,macho,lesbiana,hombre,multiples,ninguna,otra,casado,otroPais,2
Valle del Cauca,Medellín,Universidad B,Noveno,IngenieriaSistemas,Docente,26,macho,bisexual,otra,multiples,gitanos,ateismo,unionLibre,otroMunicipio,2,0,casisiempre,0,1,mala,Primero,ContaduriaPublica,Estudiante,menores18,intersexual,otra,hombre,sensoriales,afrocolombianos,otra,viudo,otroPais,2
Valle del Cauca,Medellín,Universidad B,Primero,ContaduriaPublica,Externo,40,intersexual,lesbiana,mujer,sensoriales,ninguna,agnosticismo,unionLibre,otroMunicipio,5,0,casisiempre,1,1,mala,Quinto,Psicologia,Administrativx,menores18,intersexual,lesbiana,hombre,intelectuales,afrocolombianos,agnosticismo,soltero,municipioLocal,2
Valle del Cauca,Cali,Universidad B,Séptimo,AdministracionEmpresas,Estudiante,32,macho,bisexual,mujer,sensoriales,gitanos,evangelismo,viudo,otroPais,3,1,casisiempre,0,0,muyMala,Cuarto,ContaduriaPublica,Docente,entre18y25,hembra,bisexual,otra,multiples,afrocolombianos,otra,casado,otroMunicipio,1
Valle del Cauca,Tunja,Universidad C,Quinto,IngenieriaSistemas,Estudiante,30,intersexual,otra,mujer,ninguna,ninguna,agnosticismo,viudo,otroDepartamento,6,1,puntomedio,0,1,muyMala,Quinto,Derecho,Docente,mayores40,hembra,gay,otra,fisicas,indigena,evangelismo,viudo,otroPais,1
Boyacá,Bogotá,Universidad C,Octavo,ContaduriaPublica,Externo,40,hembra,hetero,hombre,psicosociales,ninguna,otra,casado,municipioLocal,5,0,puntomedio,0,1,mala,Noveno,AdministracionEmpresas,Docente,entre26y40,macho,otra,hombre,intelectuales,raizales,ateismo,casado,otroPais,5
Córdoba,Tunja,Universidad C,Cuarto,Derecho,Estudiante,34,hembra,gay,mujer,fisicas,raizales,ateismo,casado,otroDepartamento,2,0,siempre,0,0,muyMala,Tercero,Psicologia,Docente,menores18,intersexual,hetero,hombre,psicosociales,indigena,ateismo,soltero,municipioLocal,3
Cundinamarca,Montería,Universidad C,Séptimo,Derecho,Externo,19,macho,lesbiana,hombre,psicosociales,indigena,agnosticismo,unionLibre,otroMunicipio,3,0,casisiempre,1,0,mala,Cuarto,Derecho,Administrativx,entre18y25,hembra,bisexual,otra,multiples,indigena,ateismo,unionLibre,otroDepartamento,6
Cundinamarca,Bogotá,Universidad A,Quinto,IngenieriaSistemas,Administrativx,37,hembra,otra,hombre,psicosociales,ninguna,ateismo,divorciado,municipioLocal,1,1,siempre,0,1,buena,Octavo,IngenieriaSistemas,Estudiante,menores18,hembra,hetero,mujer,intelectuales,indigena,catolicismo,unionLibre,otroPais,6
Valle del Cauca,Cali,Universidad A,Quinto,IngenieriaSistemas,Externo,37,macho,lesbiana,mujer,ninguna,afrocolombianos,agnosticismo,casado,municipioLocal,1,0,nunca,0,0,mala,Tercero,IngenieriaSistemas,Docente,mayores40,hembra,bisexual,mujer,intelectuales,afrocolombianos,otra,unionLibre,otroMunicipio,2
Valle del Cauca,Cali,Universidad C,Noveno,Psicologia,Estudiante,20,intersexual,bisexual,mujer,intelectuales,gitanos,cristianismo,unionLibre,otroMunicipio,5,1,puntomedio,1,1,muyBuena,Tercero,ContaduriaPublica,Docente,mayores40,macho,otra,hombre,multiples,raizales,agnosticismo,divorciado,otroMunicipio,6
Antioquia,Bogotá,Universidad A,Noveno,ContaduriaPublica,Externo,29,hembra,lesbiana,otra,ninguna,afrocolombianos,ateismo,soltero,municipioLocal,3,0,casinunca,0,0,muyMala,Noveno,IngenieriaSistemas,Estudiante,entre18y25,hembra,otra,hombre,psicosociales,indigena,otra,casado,municipioLocal,4
Córdoba,Medellín,Universidad A,Noveno,IngenieriaSistemas,Docente,57,macho,otra,mujer,ninguna,gitanos,evangelismo,viudo,otroDepartamento,5,0,nunca,0,1,muyMala,Quinto,AdministracionEmpresas,Externo,entre26y40,hembra,otra,hombre,ninguna,raizales,agnosticismo,soltero,otroMunicipio,2
Boyacá,Bogotá,Universidad B,Sexto,Psicologia,Administrativx,19,hembra,gay,otra,multiples,raizales,cristianismo,divorciado,otroMunicipio,3,0,casinunca,0,1,regular,Décimo,Psicologia,Docente,entre26y40,intersexual,bisexual,mujer,psicosociales,gitanos,otra,casado,otroPais,6
Cundinamarca,Montería,Universidad B,Sexto,Psicologia,Administrativx,53,hembra,gay,mujer,multiples,ninguna,otra,unionLibre,otroPais,3,0,nunca,0,1,regular,Primero,ContaduriaPublica,Docente,menores18,intersexual,lesbiana,hombre,intelectuales,indigena,catolicismo,unionLibre,otroMunicipio,5
Antioquia,Medellín,Universidad B,Quinto,IngenieriaSistemas,Externo,31,macho,lesbiana,mujer,multiples,indigena,agnosticismo,soltero,otroMunicipio,5,0,siempre,0,1,muyBuena,Séptimo,Psicologia,Externo,entre18y25,intersexual,hetero,mujer,sensoriales,indigena,evangelismo,casado,otroPais,6
Antioquia,Cali,Universidad B,Noveno,Derecho,Estudiante,33,hembra,hetero,mujer,fisicas,ninguna,otra,viudo,otroPais,3,0,siempre,0,1,muyMala,Séptimo,Psicologia,Estudiante,entre26y40,macho,lesbiana,otra,ninguna,indigena,ateismo,viudo,municipioLocal,1
Cundinamarca,Bogotá,Universidad A,Décimo,ContaduriaPublica,Docente,36,hembra,lesbiana,mujer,intelectuales,gitanos,ateismo,soltero,otroPais,6,0,puntomedio,1,1,muyMala,Sexto,Derecho,Estudiante,mayores40,intersexual,lesbiana,otra,ninguna,gitanos,ateismo,casado,otroMunicipio,5
Boyacá,Tunja,Universidad C,Octavo,ContaduriaPublica,Administrativx,51,hembra,bisexual,otra,intelectuales,indigena,cristianismo,unionLibre,otroMunicipio,2,1,casinunca,0,0,regular,Sexto,IngenieriaSistemas,Docente,entre26y40,intersexual,gay,otra,intelectuales,gitanos,otra,divorciado,otroPais,5
Antioquia,Tunja,Universidad A,Séptimo,Derecho,Administrativx,23,hembra,gay,otra,multiples,ninguna,otra,casado,otroMunicipio,3,0,nunca,0,0,regular,Tercero,Psicologia,Estudiante,entre18y25,intersexual,hetero,hombre,multiples,afrocolombianos,catolicismo,divorciado,otroDepartamento,5
Antioquia,Montería,Universidad A,Séptimo,IngenieriaSistemas,Estudiante,30,intersexual,gay,mujer,psicosociales,indigena,evangelismo,viudo,otroPais,6,0,casisiempre,1,1,mala,Tercero,AdministracionEmpresas,Externo,mayores40,intersexual,bisexual,otra,multiples,ninguna,ateismo,unionLibre,otroPais,4
Córdoba,Tunja,Universidad A,Sexto,ContaduriaPublica,Estudiante,53,hembra,gay,mujer,fisicas,gitanos,ateismo,soltero,otroPais,3,0,casisiempre,0,1,muyMala,Décimo,AdministracionEmpresas,Administrativx,menores18,hembra,gay,mujer,multiples,raizales,otra,soltero,otroPais,4
Boyacá,Bogotá,Universidad B,Quinto,IngenieriaSistemas,Docente,39,hembra,hetero,otra,psicosociales,raizales,cristianismo,casado,municipioLocal,6,1,puntomedio,1,0,muyMala,Noveno,IngenieriaSistemas,Externo,mayores40,macho,gay,mujer,psicosociales,ninguna,cristianismo,viudo,municipioLocal,6
Antioquia,Bogotá,Universidad B,Cuarto,IngenieriaSistemas,Externo,35,macho,hetero,hombre,sensoriales,raizales,otra,divorciado,otroMunicipio,5,1,casinunca,0,0,mala,Primero,IngenieriaSistemas,Externo,entre26y40,hembra,otra,mujer,fisicas,indigena,otra,soltero,otroPais,2
Boyacá,Tunja,Universidad B,Tercero,Psicologia,Estudiante,29,intersexual,otra,hombre,intelectuales,ninguna,cristianismo,unionLibre,otroMunicipio,1,0,casisiempre,0,1,muyMala,Séptimo,ContaduriaPublica,Administrativx,entre26y40,hembra,bisexual,hombre,multiples,indigena,agnosticismo,soltero,municipioLocal,6
Cundinamarca,Bogotá,Universidad C,Tercero,Derecho,Externo,47,macho,lesbiana,hombre,intelectuales,afrocolombianos,cristianismo,unionLibre,municipioLocal,4,0,puntomedio,1,0,muyBuena,Décimo,ContaduriaPublica,Externo,entre26y40,macho,lesbiana,hombre,multiples,afrocolombianos,ateismo,viudo,otroPais,6
Valle del Cauca,Montería,Universidad A,Sexto,IngenieriaSistemas,Docente,57,macho,lesbiana,otra,psicosociales,gitanos,otra,viudo,otroMunicipio,3,0,puntomedio,0,0,regular,Séptimo,ContaduriaPublica,Docente,menores18,hembra,lesbiana,mujer,ninguna,ninguna,ateismo,divorciado,otroPais,6
Antioquia,Medellín,Universidad C,Cuarto,AdministracionEmpresas,Externo,24,macho,bisexual,otra,fisicas,ninguna,catolicismo,soltero,municipioLocal,4,0,casinunca,0,1,regular,Octavo,IngenieriaSistemas,Docente,entre26y40,intersexual,lesbiana,mujer,sensoriales,indigena,cristianismo,unionLibre,otroPais,1
Córdoba,Montería,Universidad B,Sexto,Derecho,Administrativx,49,intersexual,gay,hombre,intelectuales,ninguna,agnosticismo,divorciado,municipioLocal,3,0,casisiempre,1,1,regular,Sexto,Psicologia,Estudiante,entre18y25,macho,otra,mujer,sensoriales,ninguna,evangelismo,casado,municipioLocal,5
Cundinamarca,Montería,Universidad C,Tercero,ContaduriaPublica,Externo,36,macho,hetero,hombre,psicosociales,raizales,ateismo,viudo,otroMunicipio,5,1,casisiempre,0,0,buena,Octavo,Derecho,Estudiante,menores18,hembra,lesbiana,mujer,intelectuales,afrocolombianos,otra,divorciado,otroPais,3
Boyacá,Bogotá,Universidad A,Cuarto,Psicologia,Docente,23,macho,bisexual,mujer,ninguna,indigena,ateismo,viudo,otroDepartamento,5,0,casisiempre,1,0,muyBuena,Primero,ContaduriaPublica,Externo,mayores40,hembra,hetero,otra,intelectuales,ninguna,evangelismo,unionLibre,municipioLocal,2
Cundinamarca,Medellín,Universidad A,Noveno,ContaduriaPublica,Docente,37,macho,bisexual,otra,ninguna,gitanos,ateismo,soltero,otroPais,6,0,siempre,1,0,muyBuena,Primero,Derecho,Docente,entre26y40,intersexual,lesbiana,mujer,intelectuales,raizales,otra,divorciado,otroDepartamento,2
Antioquia,Bogotá,Universidad B,Quinto,ContaduriaPublica,Docente,44,hembra,hetero,otra,fisicas,indigena,cristianismo,divorciado,otroMunicipio,3,0,casisiempre,0,0,mala,Noveno,AdministracionEmpresas,Docente,entre18y25,hembra,lesbiana,hombre,multiples,afrocolombianos,cristianismo,viudo,municipioLocal,5
Boyacá,Cali,Universidad B,Séptimo,Derecho,Externo,60,macho,lesbiana,hombre,psicosociales,gitanos,otra,soltero,otroDepartamento,5,1,nunca,1,1,buena,Cuarto,IngenieriaSistemas,Administrativx,entre18y25,hembra,hetero,hombre,sensoriales,ninguna,evangelismo,soltero,otroDepartamento,2
Valle del Cauca,Bogotá,Universidad C,Décimo,ContaduriaPublica,Administrativx,54,intersexual,gay,hombre,ninguna,afrocolombianos,agnosticismo,unionLibre,municipioLocal,5,0,siempre,1,1,muyMala,Tercero,AdministracionEmpresas,Estudiante,menores18,hembra,otra,hombre,intelectuales,indigena,catolicismo,viudo,municipioLocal,5
Cundinamarca,Bogotá,Universidad B,Segundo,IngenieriaSistemas,Estudiante,24,intersexual,lesbiana,otra,fisicas,raizales,evangelismo,casado,otroDepartamento,3,0,siempre,1,0,muyBuena,Sexto,ContaduriaPublica,Docente,entre18y25,macho,gay,hombre,sensoriales,gitanos,cristianismo,casado,municipioLocal,2
Antioquia,Bogotá,Universidad B,Quinto,ContaduriaPublica,Administrativx,22,hembra,bisexual,mujer,multiples,afrocolombianos,ateismo,unionLibre,otroMunicipio,6,0,siempre,1,0,buena,Décimo,Psicologia,Externo,menores18,macho,bisexual,hombre,multiples,gitanos,otra,viudo,otroPais,6
Córdoba,Medellín,Universidad A,Noveno,Psicologia,Externo,28,intersexual,gay,hombre,fisicas,ninguna,otra,unionLibre,otroMunicipio,6,0,siempre,1,0,buena,Noveno,ContaduriaPublica,Docente,menores18,hembra,otra,mujer,ninguna,afrocolombianos,agnosticismo,soltero,otroMunicipio,1
Boyacá,Bogotá,Universidad B,Tercero,Psicologia,Externo,32,intersexual,otra,otra,sensoriales,raizales,agnosticismo,viudo,otroDepartamento,6,1,puntomedio,0,1,muyBuena,Décimo,Derecho,Estudiante,menores18,hembra,lesbiana,mujer,multiples,gitanos,agnosticismo,divorciado,otroMunicipio,2
Cundinamarca,Medellín,Universidad B,Noveno,AdministracionEmpresas,Estudiante,20,hembra,bisexual,otra,multiples,ninguna,agnosticismo,unionLibre,otroMunicipio,6,0,nunca,1,0,mala,Cuarto,ContaduriaPublica,Externo,mayores40,intersexual,gay,otra,intelectuales,raizales,agnosticismo,unionLibre,otroPais,2
Cundinamarca,Tunja,Universidad A,Sexto,Psicologia,Externo,22,macho,lesbiana,mujer,psicosociales,afrocolombianos,catolicismo,divorciado,otroPais,1,1,casinunca,0,1,buena,Noveno,Psicologia,Estudiante,mayores40,macho,bisexual,otra,multiples,afrocolombianos,otra,casado,otroDepartamento,3
Valle del Cauca,Cali,Universidad A,Cuarto,ContaduriaPublica,Docente,40,hembra,lesbiana,mujer,multiples,gitanos,otra,unionLibre,otroDepartamento,3,0,casisiempre,0,1,regular,Quinto,Psicologia,Docente,entre18y25,macho,bisexual,otra,multiples,indigena,ateismo,divorciado,otroPais,1
Valle del Cauca,Medellín,Universidad C,Séptimo,Psicologia,Docente,54,macho,lesbiana,hombre,multiples,ninguna,ateismo,divorciado,municipioLocal,1,0,siempre,1,1,buena,Séptimo,IngenieriaSistemas,Docente,mayores40,macho,bisexual,mujer,sensoriales,indigena,cristianismo,unionLibre,otroMunicipio,6
Córdoba,Tunja,Universidad B,Octavo,Derecho,Docente,26,macho,hetero,hombre,psicosociales,indigena,cristianismo,soltero,otroDepartamento,5,1,casinunca,0,1,muyMala,Tercero,IngenieriaSistemas,Docente,menores18,hembra,hetero,otra,fisicas,afrocolombianos,cristianismo,soltero,municipioLocal,1
Córdoba,Medellín,Universidad A,Sexto,Psicologia,Docente,32,intersexual,bisexual,hombre,psicosociales,gitanos,agnosticismo,viudo,otroDepartamento,1,0,puntomedio,1,0,muyBuena,Tercero,Psicologia,Estudiante,menores18,intersexual,hetero,mujer,psicosociales,gitanos,evangelismo,viudo,otroPais,1
Antioquia,Medellín,Universidad C,Quinto,IngenieriaSistemas,Docente,20,hembra,gay,otra,ninguna,gitanos,agnosticismo,divorciado,otroDepartamento,6,0,casinunca,0,1,muyMala,Tercero,Psicologia,Externo,mayores40,intersexual,gay,hombre,intelectuales,gitanos,cristianismo,divorciado,otroDepartamento,2
Antioquia,Cali,Universidad C,Sexto,Derecho,Externo,46,intersexual,lesbiana,hombre,sensoriales,afrocolombianos,evangelismo,unionLibre,otroDepartamento,5,0,siempre,1,0,mala,Octavo,Derecho,Docente,entre18y25,hembra,lesbiana,mujer,fisicas,indigena,cristianismo,unionLibre,otroPais,4
Córdoba,Montería,Universidad B,Quinto,AdministracionEmpresas,Estudiante,23,intersexual,lesbiana,otra,psicosociales,afrocolombianos,catolicismo,viudo,municipioLocal,1,0,nunca,0,1,regular,Sexto,ContaduriaPublica,Docente,menores18,hembra,gay,mujer,ninguna,raizales,evangelismo,unionLibre,otroMunicipio,2
Córdoba,Montería,Universidad B,Octavo,IngenieriaSistemas,Estudiante,34,macho,hetero,hombre,intelectuales,raizales,agnosticismo,viudo,municipioLocal,1,0,casinunca,0,0,muyBuena,Noveno,IngenieriaSistemas,Docente,mayores40,intersexual,lesbiana,hombre,intelectuales,gitanos,cristianismo,viudo,municipioLocal,5
Boyacá,Medellín,Universidad C,Primero,ContaduriaPublica,Docente,43,intersexual,gay,mujer,intelectuales,raizales,agnosticismo,divorciado,municipioLocal,3,1,siempre,0,1,buena,Noveno,Derecho,Administrativx,entre26y40,intersexual,otra,hombre,fisicas,raizales,cristianismo,divorciado,otroMunicipio,3
Valle del Cauca,Bogotá,Universidad A,Séptimo,ContaduriaPublica,Externo,38,hembra,bisexual,mujer,sensoriales,indigena,cristianismo,divorciado,otroDepartamento,1,1,siempre,1,0,regular,Octavo,ContaduriaPublica,Administrativx,entre18y25,macho,bisexual,hombre,multiples,gitanos,catolicismo,divorciado,otroMunicipio,1
Antioquia,Tunja,Universidad C,Décimo,ContaduriaPublica,Administrativx,25,intersexual,otra,otra,fisicas,gitanos,cristianismo,casado,otroPais,5,0,casisiempre,0,1,buena,Primero,IngenieriaSistemas,Externo,entre18y25,hembra,bisexual,otra,intelectuales,afrocolombianos,otra,soltero,otroMunicipio,5
Valle del Cauca,Bogotá,Universidad B,Décimo,IngenieriaSistemas,Administrativx,38,intersexual,hetero,mujer,fisicas,indigena,evangelismo,casado,otroPais,6,0,casisiempre,1,0,mala,Sexto,Derecho,Estudiante,entre18y25,macho,hetero,otra,fisicas,ninguna,evangelismo,divorciado,otroMunicipio,6
Valle del Cauca,Bogotá,Universidad A,Segundo,IngenieriaSistemas,Externo,28,macho,bisexual,otra,intelectuales,indigena,otra,viudo,municipioLocal,3,0,nunca,0,1,muyBuena,Cuarto,AdministracionEmpresas,Docente,entre26y40,intersexual,otra,otra,psicosociales,indigena,catolicismo,viudo,municipioLocal,5
Córdoba,Medellín,Universidad A,Noveno,IngenieriaSistemas,Docente,55,hembra,otra,otra,psicosociales,afrocolombianos,evangelismo,casado,otroPais,1,0,casisiempre,0,0,mala,Cuarto,AdministracionEmpresas,Docente,menores18,macho,otra,hombre,multiples,afrocolombianos,ateismo,divorciado,otroMunicipio,4
Boyacá,Medellín,Universidad C,Primero,Derecho,Estudiante,25,intersexual,lesbiana,mujer,sensoriales,indigena,evangelismo,unionLibre,otroPais,3,0,nunca,0,0,mala,Tercero,IngenieriaSistemas,Estudiante,entre18y25,intersexual,lesbiana,otra,intelectuales,gitanos,evangelismo,soltero,otroDepartamento,1
Cundinamarca,Medellín,Universidad B,Décimo,Derecho,Externo,59,macho,lesbiana,otra,fisicas,indigena,cristianismo,soltero,otroPais,4,0,puntomedio,0,1,mala,Noveno,Derecho,Estudiante,mayores40,intersexual,otra,hombre,ninguna,indigena,otra,unionLibre,otroDepartamento,2
Boyacá,Medellín,Universidad C,Sexto,ContaduriaPublica,Administrativx,41,intersexual,gay,mujer,fisicas,ninguna,otra,viudo,otroPais,3,0,puntomedio,1,1,mala,Segundo,ContaduriaPublica,Externo,entre18y25,macho,hetero,hombre,ninguna,ninguna,cristianismo,divorciado,otroMunicipio,1
Boyacá,Montería,Universidad C,Noveno,Psicologia,Administrativx,52,hembra,otra,hombre,multiples,raizales,cristianismo,soltero,otroPais,6,0,casisiempre,1,0,buena,Primero,ContaduriaPublica,Estudiante,mayores40,hembra,lesbiana,hombre,intelectuales,ninguna,cristianismo,viudo,otroDepartamento,3
Valle del Cauca,Medellín,Universidad C,Primero,ContaduriaPublica,Administrativx,31,intersexual,lesbiana,hombre,intelectuales,raizales,catolicismo,casado,otroMunicipio,4,0,puntomedio,0,1,muyMala,Décimo,Derecho,Docente,entre18y25,macho,gay,otra,fisicas,gitanos,catolicismo,divorciado,otroMunicipio,1
Boyacá,Montería,Universidad A,Cuarto,AdministracionEmpresas,Docente,31,intersexual,lesbiana,mujer,psicosociales,gitanos,ateismo,divorciado,municipioLocal,4,0,casinunca,1,1,buena,Tercero,AdministracionEmpresas,Externo,mayores40,macho,lesbiana,otra,intelectuales,indigena,catolicismo,casado,municipioLocal,5
Antioquia,Montería,Universidad A,Cuarto,Derecho,Administrativx,27,macho,gay,mujer,sensoriales,raizales,ateismo,viudo,otroDepartamento,3,1,casinunca,1,1,regular,Cuarto,Derecho,Administrativx,mayores40,hembra,gay,hombre,multiples,gitanos,ateismo,soltero,municipioLocal,5
Valle del Cauca,Medellín,Universidad B,Noveno,IngenieriaSistemas,Externo,29,intersexual,bisexual,mujer,fisicas,gitanos,catolicismo,casado,otroPais,5,0,casinunca,0,0,mala,Cuarto,AdministracionEmpresas,Externo,mayores40,hembra,lesbiana,otra,sensoriales,ninguna,ateismo,unionLibre,otroDepartamento,2
Antioquia,Cali,Universidad B,Quinto,Derecho,Externo,55,macho,lesbiana,mujer,multiples,ninguna,ateismo,unionLibre,otroMunicipio,6,0,puntomedio,0,0,regular,Sexto,AdministracionEmpresas,Externo,entre26y40,macho,bisexual,mujer,ninguna,afrocolombianos,otra,casado,otroDepartamento,2
Cundinamarca,Tunja,Universidad C,Quinto,IngenieriaSistemas,Administrativx,51,hembra,hetero,hombre,intelectuales,raizales,otra,viudo,otroDepartamento,5,0,casinunca,1,1,buena,Primero,ContaduriaPublica,Externo,entre26y40,intersexual,gay,otra,fisicas,afrocolombianos,cristianismo,viudo,otroMunicipio,2
Valle del Cauca,Bogotá,Universidad C,Sexto,AdministracionEmpresas,Externo,58,intersexual,hetero,otra,intelectuales,ninguna,cristianismo,viudo,otroMunicipio,6,0,nunca,0,0,mala,Primero,IngenieriaSistemas,Estudiante,entre26y40,macho,hetero,hombre,psicosociales,raizales,agnosticismo,divorciado,otroPais,6
Cundinamarca,Montería,Universidad C,Primero,AdministracionEmpresas,Administrativx,27,hembra,bisexual,otra,sensoriales,raizales,ateismo,divorciado,otroPais,6,0,siempre,0,1,buena,Segundo,Psicologia,Docente,menores18,intersexual,gay,hombre,intelectuales,ninguna,ateismo,soltero,otroMunicipio,3
Valle del Cauca,Tunja,Universidad B,Primero,Derecho,Administrativx,34,hembra,otra,hombre,fisicas,raizales,otra,viudo,otroPais,5,0,casisiempre,0,0,mala,Cuarto,Derecho,Estudiante,mayores40,hembra,gay,hombre,multiples,ninguna,cristianismo,divorciado,otroMunicipio,6
Córdoba,Cali,Universidad A,Noveno,IngenieriaSistemas,Estudiante,34,intersexual,gay,otra,sensoriales,ninguna,cristianismo,divorciado,otroPais,2,1,nunca,1,0,buena,Séptimo,AdministracionEmpresas,Docente,menores18,hembra,lesbiana,mujer,intelectuales,gitanos,ateismo,divorciado,municipioLocal,6
Boyacá,Bogotá,Universidad A,Tercero,AdministracionEmpresas,Docente,20,macho,hetero,hombre,sensoriales,indigena,otra,casado,otroPais,4,0,casinunca,0,1,muyBuena,Sexto,Derecho,Estudiante,entre26y40,intersexual,bisexual,hombre,psicosociales,raizales,evangelismo,divorciado,otroPais,6
Córdoba,Bogotá,Universidad C,Cuarto,ContaduriaPublica,Docente,48,hembra,hetero,otra,ninguna,indigena,catolicismo,unionLibre,otroDepartamento,3,0,siempre,0,1,muyMala,Noveno,IngenieriaSistemas,Externo,mayores40,macho,lesbiana,hombre,multiples,raizales,catolicismo,divorciado,otroPais,1
Cundinamarca,Montería,Universidad C,Primero,ContaduriaPublica,Estudiante,18,hembra,bisexual,mujer,multiples,indigena,evangelismo,unionLibre,otroDepartamento,5,0,casisiempre,0,1,muyMala,Séptimo,IngenieriaSistemas,Docente,menores18,hembra,lesbiana,otra,psicosociales,indigena,cristianismo,soltero,otroMunicipio,4
Boyacá,Medellín,Universidad C,Noveno,IngenieriaSistemas,Estudiante,29,intersexual,otra,mujer,intelectuales,indigena,catolicismo,viudo,otroMunicipio,5,1,nunca,0,0,mala,Quinto,Psicologia,Estudiante,entre26y40,intersexual,bisexual,mujer,multiples,gitanos,ateismo,casado,municipioLocal,1
Valle del Cauca,Cali,Universidad C,Octavo,Derecho,Docente,56,intersexual,otra,mujer,ninguna,raizales,ateismo,viudo,municipioLocal,3,1,casisiempre,0,0,muyBuena,Sexto,Psicologia,Externo,menores18,intersexual,lesbiana,otra,sensoriales,afrocolombianos,catolicismo,viudo,otroDepartamento,2
Boyacá,Montería,Universidad B,Segundo,AdministracionEmpresas,Administrativx,21,intersexual,bisexual,hombre,psicosociales,afrocolombianos,cristianismo,casado,otroPais,4,1,puntomedio,1,0,regular,Décimo,AdministracionEmpresas,Administrativx,menores18,macho,bisexual,hombre,ninguna,indigena,agnosticismo,casado,municipioLocal,3
Antioquia,Cali,Universidad A,Octavo,Derecho,Administrativx,59,intersexual,hetero,hombre,intelectuales,ninguna,otra,divorciado,otroMunicipio,3,0,casinunca,0,0,muyBuena,Noveno,Psicologia,Estudiante,entre26y40,intersexual,hetero,hombre,multiples,raizales,ateismo,soltero,otroDepartamento,6
Boyacá,Medellín,Universidad C,Séptimo,ContaduriaPublica,Docente,30,intersexual,gay,otra,intelectuales,afrocolombianos,ateismo,unionLibre,otroMunicipio,6,1,nunca,1,1,mala,Primero,AdministracionEmpresas,Estudiante,mayores40,intersexual,bisexual,mujer,psicosociales,afrocolombianos,cristianismo,viudo,municipioLocal,1
Antioquia,Medellín,Universidad B,Sexto,AdministracionEmpresas,Administrativx,51,intersexual,hetero,otra,multiples,afrocolombianos,ateismo,divorciado,otroMunicipio,2,0,nunca,0,1,muyBuena,Noveno,ContaduriaPublica,Administrativx,entre18y25,macho,otra,hombre,fisicas,ninguna,evangelismo,unionLibre,otroPais,5
Boyacá,Montería,Universidad C,Primero,Derecho,Estudiante,59,macho,otra,otra,psicosociales,gitanos,evangelismo,casado,otroPais,6,0,siempre,1,0,regular,Sexto,AdministracionEmpresas,Estudiante,entre18y25,hembra,bisexual,mujer,ninguna,gitanos,catolicismo,casado,municipioLocal,6
Antioquia,Medellín,Universidad C,Séptimo,Psicologia,Administrativx,38,hembra,hetero,hombre,fisicas,indigena,ateismo,unionLibre,otroPais,2,1,siempre,1,1,mala,Cuarto,Psicologia,Administrativx,menores18,hembra,bisexual,otra,sensoriales,raizales,catolicismo,soltero,otroMunicipio,1
Cundinamarca,Tunja,Universidad A,Décimo,IngenieriaSistemas,Administrativx,39,macho,gay,otra,psicosociales,raizales,evangelismo,unionLibre,otroMunicipio,3,1,siempre,0,0,muyMala,Quinto,Derecho,Docente,menores18,hembra,otra,mujer,intelectuales,ninguna,evangelismo,soltero,otroDepartamento,5
Córdoba,Bogotá,Universidad C,Séptimo,IngenieriaSistemas,Externo,21,macho,lesbiana,mujer,fisicas,indigena,cristianismo,soltero,otroPais,6,0,casisiempre,1,1,muyBuena,Primero,Psicologia,Administrativx,menores18,intersexual,bisexual,otra,sensoriales,raizales,cristianismo,soltero,municipioLocal,1
Valle del Cauca,Montería,Universidad A,Noveno,Psicologia,Externo,35,intersexual,hetero,otra,psicosociales,indigena,cristianismo,casado,otroMunicipio,4,0,casinunca,0,0,muyMala,Séptimo,IngenieriaSistemas,Externo,mayores40,intersexual,gay,hombre,sensoriales,afrocolombianos,otra,viudo,municipioLocal,1
Boyacá,Cali,Universidad A,Primero,ContaduriaPublica,Externo,22,hembra,bisexual,mujer,sensoriales,afrocolombianos,otra,casado,otroDepartamento,6,0,casisiempre,1,1,muyMala,Octavo,Psicologia,Administrativx,menores18,macho,lesbiana,otra,intelectuales,indigena,agnosticismo,divorciado,otroDepartamento,6
